FID,POINTID,GRID_CODE,class,predB1,predB2,predB3,predB4,predB5,predB6,predB7,predB8,predB9,predB10,predB11,predB12,predB13,predB14,predB15,predB16,predB17,predB18,imgB1,imgB2,imgB3,imgB4,imgB5,pca1,pca2,ndvi,ndvir,skp,diff,lst,grd,all,frst,grdr,lstr,allr,frstr,rand,rand2,rand3,id_2,rand4,rand5,pcaxB1,pcaxB2,pcaxB3,pcaxB4,pcaxB5
2141,35510,3,shrub,5757,4936,3406,4680,6527,11423,7013,43053,37921,10371,1841,1775,1386,2044,42,42,42,32,5757.000000000000000,4936.000000000000000,3406.000000000000000,4680.000000000000000,6527.000000000000000,11423,7013,0.3142050,0.1575560,16.7541008,3.7872601,28.3332996,21.3332996,27.3174992,31.4510002,42,42,42,32,0,3,0,3,1,1,11287,7039,8316,5304,2028
2142,35511,3,shrub,5545,4830,3125,4470,6676,11142,6720,44629,38561,10064,1637,1565,942,1765,41,41,41,34,5545.000000000000000,4830.000000000000000,3125.000000000000000,4470.000000000000000,6676.000000000000000,11142,6720,0.3623100,0.1770900,18.5727005,3.0829501,25.1961002,14.5000000,24.0806007,27.1599998,41,41,41,34,0,3,0,3,1,1,10987,6764,8424,5169,1955
2143,35512,3,shrub,5570,4810,3281,4407,6819,11253,6656,44235,37558,10366,1389,1333,509,1536,40,40,40,38,5570.000000000000000,4810.000000000000000,3281.000000000000000,4407.000000000000000,6819.000000000000000,11253,6656,0.3502970,0.1464620,17.4598999,3.7764599,21.3799992,7.8333302,20.5079002,23.6457996,40,40,40,38,0,3,0,3,1,1,11095,6697,8383,5216,1783
2144,35517,5,water,5958,4846,1976,1537,1057,6953,11482,22833,28666,11365,0,0,0,0,0,0,0,0,5958.000000000000000,4846.000000000000000,1976.000000000000000,1537.000000000000000,1057.000000000000000,6953,11482,-0.3030000,-0.1249640,1.8261300,6.0680799,0.0000000,0.0000000,0.0000000,0.0000000,0,0,0,0,1,5,0,5,1,1,7042,11742,9349,4533,1728
2145,35529,3,shrub,5776,4970,3028,4428,6577,11208,6918,44864,38911,10157,2125,2106,2080,2129,33,33,33,24,5776.000000000000000,4970.000000000000000,3028.000000000000000,4428.000000000000000,6577.000000000000000,11208,6918,0.3694950,0.1877680,21.5090008,3.2967801,32.6939011,32.0000000,32.4118004,32.7599983,33,33,33,24,0,3,0,3,1,1,11056,6950,8646,5105,1994
2146,35533,3,shrub,5682,4784,3298,4426,6857,11328,6670,44241,37544,9722,1660,1586,1397,1649,38,38,38,37,5682.000000000000000,4784.000000000000000,3298.000000000000000,4426.000000000000000,6857.000000000000000,11328,6670,0.3504680,0.1460380,18.3827991,2.2995901,25.5510006,21.5000000,24.4074001,25.3750000,38,38,38,37,0,3,0,3,1,1,11167,6701,8452,5288,1770
2147,35535,3,shrub,5855,4859,3368,4478,6502,11325,7067,43162,37394,10895,1619,1597,357,1840,37,37,37,31,5855.000000000000000,4859.000000000000000,3368.000000000000000,4478.000000000000000,6502.000000000000000,11325,7067,0.3175280,0.1414730,20.8209991,4.9891400,24.9111004,5.5000000,24.5713997,28.3208008,37,37,37,31,1,3,0,3,1,1,11185,7094,8460,5344,1877
2148,35537,5,water,5886,4743,1954,1723,1010,6919,11437,22326,30701,12910,0,0,0,0,0,0,0,0,5886.000000000000000,4743.000000000000000,1954.000000000000000,1723.000000000000000,1010.000000000000000,6919,11437,-0.3184880,-0.0628229,1.6610900,9.6116304,0.0000000,0.0000000,0.0000000,0.0000000,0,0,0,0,1,5,0,5,1,1,7007,11696,9254,4637,1900
2149,35538,5,water,5983,4737,2028,1568,1006,6927,11516,21724,28569,12033,0,0,0,0,0,0,0,0,5983.000000000000000,4737.000000000000000,2028.000000000000000,1568.000000000000000,1006.000000000000000,6927,11516,-0.3368490,-0.1279200,0.8597640,7.5998998,0.0000000,0.0000000,0.0000000,0.0000000,0,0,0,0,1,5,0,5,1,1,7018,11774,9317,4660,1733
2150,35539,5,water,6071,4499,2053,1570,1041,6893,11471,22044,28392,11156,0,0,0,0,0,0,0,0,6071.000000000000000,4499.000000000000000,2053.000000000000000,1570.000000000000000,1041.000000000000000,6893,11471,-0.3270850,-0.1333150,0.9666070,5.5881701,0.0000000,0.0000000,0.0000000,0.0000000,0,0,0,0,1,5,0,5,1,1,6975,11719,9367,4899,1689
2151,35541,3,shrub,5743,4507,3147,4163,5857,10584,7426,42620,37313,9060,2162,2162,2275,2162,22,22,22,22,5743.000000000000000,4507.000000000000000,3147.000000000000000,4163.000000000000000,5857.000000000000000,10584,7426,0.3009770,0.1389880,18.6811008,0.7817690,33.2667007,35.0000000,33.2667007,33.2667007,22,22,22,22,0,3,0,3,1,1,10460,7485,8502,5486,1895
2152,35554,3,shrub,5395,4988,3078,4378,6726,11106,6652,44949,38471,10293,1605,1534,1097,1793,38,38,38,35,5395.000000000000000,4988.000000000000000,3078.000000000000000,4378.000000000000000,6726.000000000000000,11106,6652,0.3720930,0.1743560,22.9162998,3.6083701,24.6938992,16.8889008,23.6128998,27.5956993,38,38,38,35,1,3,0,3,1,1,10952,6710,8382,4939,1909
2153,35555,3,shrub,5574,5028,3153,4498,6878,11363,6624,44925,38519,10321,1923,1903,693,2032,40,40,40,27,5574.000000000000000,5028.000000000000000,3153.000000000000000,4498.000000000000000,6878.000000000000000,11363,6624,0.3713490,0.1757940,24.2212009,3.6731300,29.5869999,10.6667004,29.2830009,31.2707996,40,40,40,27,0,3,0,3,1,1,11204,6662,8453,5018,1919
2154,35563,5,water,6053,4570,1972,1564,772,6750,11680,18433,28980,12320,0,0,0,0,0,0,0,0,6053.000000000000000,4570.000000000000000,1972.000000000000000,1564.000000000000000,772.000000000000000,6750,11680,-0.4373180,-0.1153850,1.7687600,8.2572803,0.0000000,0.0000000,0.0000000,0.0000000,0,0,0,0,1,5,0,5,1,1,6845,11937,9365,4823,1807
2155,35564,5,water,5938,4656,2012,1538,885,6793,11573,20015,28385,11443,0,0,0,0,0,0,0,0,5938.000000000000000,4656.000000000000000,2012.000000000000000,1538.000000000000000,885.000000000000000,6793,11573,-0.3890230,-0.1335210,1.6461900,6.2455301,0.0000000,0.0000000,0.0000000,0.0000000,0,0,0,0,1,5,0,5,1,1,6887,11837,9284,4705,1747
2156,35584,3,shrub,5841,4759,3274,4603,6994,11522,6597,44628,38287,10254,1568,1543,476,1846,41,41,41,32,5841.000000000000000,4759.000000000000000,3274.000000000000000,4603.000000000000000,6994.000000000000000,11522,6597,0.3622910,0.1687190,20.5739002,3.5205700,24.1378994,7.3333302,23.7532005,28.4067993,41,41,41,32,0,3,0,3,1,1,11351,6607,8553,5400,1875
2157,35585,3,shrub,5887,4836,3092,4673,6916,11494,6647,45277,39430,10364,1719,1654,617,1829,38,38,38,26,5887.000000000000000,4836.000000000000000,3092.000000000000000,4673.000000000000000,6916.000000000000000,11494,6647,0.3820940,0.2036060,20.2999992,3.7708099,26.4582996,9.5000000,25.4482994,28.1399994,38,38,38,26,0,3,0,3,1,1,11321,6653,8670,5323,2047
2158,35587,1,barren,8612,8173,7278,6386,5743,16167,10570,28898,30621,8720,1523,1523,1523,1523,17,17,17,17,8612.000000000000000,8173.000000000000000,7278.000000000000000,6386.000000000000000,5743.000000000000000,16167,10570,-0.1178860,-0.0652810,1.6770200,0.0000000,23.4347992,23.4347992,23.4347992,23.4347992,17,17,17,17,0,1,0,1,1,1,16270,10394,7310,5275,1834
2159,35595,5,water,6000,4955,2013,1586,1040,7049,11547,22319,28873,11323,0,0,0,0,0,0,0,0,6000.000000000000000,4955.000000000000000,2013.000000000000000,1586.000000000000000,1040.000000000000000,7049,11547,-0.3187030,-0.1186440,1.5348400,5.9724398,0.0000000,0.0000000,0.0000000,0.0000000,0,0,0,0,1,5,0,5,1,1,7143,11804,9340,4482,1760
2160,35614,3,shrub,5568,4949,3213,4527,6773,11312,6699,44438,38321,10483,1435,1349,900,1621,40,40,40,40,5568.000000000000000,4949.000000000000000,3213.000000000000000,4527.000000000000000,6773.000000000000000,11312,6699,0.3564990,0.1697670,20.3526993,4.0450101,22.0799999,13.8462000,20.7632008,24.9444008,40,40,40,40,0,3,0,3,1,1,11158,6738,8385,5112,1938
2161,35633,3,shrub,5608,4858,3120,4123,6184,10802,7189,43548,37296,10113,1406,1443,390,1820,38,38,38,20,5608.000000000000000,4858.000000000000000,3120.000000000000000,4123.000000000000000,6184.000000000000000,10802,7189,0.3293210,0.1384790,16.5657005,3.1964400,21.6429005,6.0000000,22.2105007,28.0000000,38,38,38,20,1,3,0,3,1,1,10672,7254,8488,5105,1815
2162,35635,3,shrub,5930,4834,3124,4239,6063,10938,7412,43240,37720,9958,1880,1833,1738,1920,26,26,26,22,5930.000000000000000,4834.000000000000000,3124.000000000000000,4239.000000000000000,6063.000000000000000,10938,7412,0.3199090,0.1514330,21.3488007,2.8396299,28.9230995,26.7500000,28.2143002,29.5384998,26,26,26,22,0,3,0,3,1,1,10810,7453,8662,5285,1922
2163,35659,1,barren,9146,8271,7702,6571,5652,16677,10994,27730,30164,8720,1520,1520,1521,1520,15,15,15,15,9146.000000000000000,8271.000000000000000,7702.000000000000000,6571.000000000000000,5652.000000000000000,16677,10994,-0.1535120,-0.0792405,1.3869900,0.0004883,23.3845997,23.3999996,23.3845997,23.3845997,15,15,15,15,1,1,0,1,1,1,16796,10779,7354,5570,1780
2164,35671,1,barren,9355,8980,8536,7251,6391,18075,10815,28052,30093,8724,1996,1996,2008,1996,11,11,11,11,9355.000000000000000,8980.000000000000000,8536.000000000000000,7251.000000000000000,6391.000000000000000,18075,10815,-0.1436990,-0.0813961,5.2248101,0.0109558,30.7143002,30.8946991,30.7143002,30.7143002,11,11,11,11,0,1,0,1,1,1,18204,10550,6910,5430,1756
2165,35673,5,water,5904,4510,1975,1690,992,6812,11407,21906,30212,8829,0,0,0,0,0,0,0,0,5904.000000000000000,4510.000000000000000,1975.000000000000000,1690.000000000000000,992.000000000000000,6812,11407,-0.3313110,-0.0777626,0.1937410,0.2512970,0.0000000,0.0000000,0.0000000,0.0000000,0,0,0,0,1,5,0,5,1,1,6895,11665,9258,4838,1849
2166,35674,5,water,5808,4684,1967,1566,955,6770,11451,21413,29041,8811,0,0,0,0,0,0,0,0,5808.000000000000000,4684.000000000000000,1967.000000000000000,1566.000000000000000,955.000000000000000,6770,11451,-0.3463380,-0.1135010,0.2005720,0.2087400,0.0000000,0.0000000,0.0000000,0.0000000,0,0,0,0,1,5,0,5,1,1,6860,11723,9224,4623,1782
2167,35675,3,shrub,5636,4698,2988,4135,6018,10615,7260,43781,38035,10108,1991,1836,1365,1996,37,37,37,34,5636.000000000000000,4698.000000000000000,2988.000000000000000,4135.000000000000000,6018.000000000000000,10615,7260,0.3364420,0.1610280,21.0597992,3.1842699,30.6429005,21.0000000,28.2500000,30.7143002,37,37,37,34,0,3,0,3,1,1,10484,7325,8561,5224,1924
2168,35677,3,shrub,5896,5006,2943,4312,6117,10977,7344,44236,38941,10206,1946,1911,1462,2072,36,36,36,24,5896.000000000000000,5006.000000000000000,2943.000000000000000,4312.000000000000000,6117.000000000000000,10977,7344,0.3503310,0.1886970,18.6543007,3.4083300,29.9444008,22.5000000,29.3999996,31.8889008,36,36,36,24,0,3,0,3,1,1,10846,7384,8743,5092,2069
2169,35682,3,shrub,5965,4745,3505,4629,6287,11344,7280,42067,37286,8755,1977,1977,2247,1977,22,22,22,22,5965.000000000000000,4745.000000000000000,3505.000000000000000,4629.000000000000000,6287.000000000000000,11344,7280,0.2841090,0.1381850,32.3119011,0.0814209,30.4286003,34.5713997,30.4286003,30.4286003,22,22,22,22,0,3,0,3,1,1,11216,7299,8375,5571,1981
2170,35683,3,shrub,5994,4696,3700,4427,6057,11224,7538,40673,35690,9845,1885,1885,1755,1885,11,11,11,11,5994.000000000000000,4696.000000000000000,3700.000000000000000,4427.000000000000000,6057.000000000000000,11224,7538,0.2415700,0.0894549,32.2720985,2.5824900,29.0000000,27.0000000,29.0000000,29.0000000,11,11,11,11,0,3,0,3,1,1,11113,7569,8289,5639,1782
2171,35701,1,barren,9800,8885,8130,6807,6042,17724,11210,27933,29858,8721,1547,1547,1550,1547,11,11,11,11,9800.000000000000000,8885.000000000000000,8130.000000000000000,6807.000000000000000,6042.000000000000000,17724,11210,-0.1473330,-0.0885720,1.4248600,0.0044556,23.8094997,23.8500004,23.8094997,23.8094997,11,11,11,11,0,1,0,1,1,1,17849,10936,7546,5465,1659
2172,35723,3,shrub,5621,4712,2783,4035,6099,10526,7148,44990,38775,10081,1485,1412,741,1652,38,38,38,37,5621.000000000000000,4712.000000000000000,2783.000000000000000,4035.000000000000000,6099.000000000000000,10526,7148,0.3733390,0.1836320,19.2061005,3.1237199,22.8462009,11.3999996,21.7367992,25.4286003,38,38,38,37,0,3,0,3,1,1,10384,7215,8721,5117,1920
2173,35724,3,shrub,5669,4848,2896,4147,6247,10773,7102,44766,38578,10579,2156,2090,0,2090,0,21,21,21,5669.000000000000000,4848.000000000000000,2896.000000000000000,4147.000000000000000,6247.000000000000000,10773,7102,0.3665100,0.1776230,20.8325996,4.2654099,33.1818008,0.0000000,32.1666985,32.1666985,0,21,21,21,0,3,0,3,1,1,10631,7159,8677,5075,1921
2174,35727,3,shrub,5873,4589,3336,4448,6308,11096,7157,42855,37440,10400,1750,1681,1787,1843,37,37,37,25,5873.000000000000000,4589.000000000000000,3336.000000000000000,4448.000000000000000,6308.000000000000000,11096,7157,0.3081710,0.1428570,27.5762005,3.8549800,26.9286003,27.5000000,25.8750000,28.3570995,37,37,37,25,0,3,0,3,1,1,10957,7187,8468,5570,1903
2175,35729,3,shrub,5942,4734,3400,4308,6037,11031,7477,41914,36619,9611,1365,1350,1289,1522,33,33,33,22,5942.000000000000000,4734.000000000000000,3400.000000000000000,4308.000000000000000,6037.000000000000000,11031,7477,0.2794320,0.1178000,27.6578007,2.0449800,21.0000000,19.8332996,20.7777996,23.4286003,33,33,33,22,0,3,0,3,1,1,10912,7515,8472,5472,1843
2176,35730,3,shrub,5840,4700,3548,4247,5827,10903,7638,40723,35697,9982,1335,1283,861,1460,27,27,27,18,5840.000000000000000,4700.000000000000000,3548.000000000000000,4247.000000000000000,5827.000000000000000,10903,7638,0.2430930,0.0896729,30.9179993,2.8961501,20.5384998,13.2500000,19.7500000,22.4615002,27,27,27,18,0,3,0,3,1,1,10800,7692,8289,5500,1785
2177,35774,3,shrub,5796,4572,3216,4120,6278,10851,7146,43325,36796,9952,1887,1891,1699,2033,36,36,36,21,5796.000000000000000,4572.000000000000000,3216.000000000000000,4120.000000000000000,6278.000000000000000,10851,7146,0.3225190,0.1232280,24.8472004,2.8269701,29.0384998,26.1429005,29.1070995,31.2800007,36,36,36,21,1,3,0,3,1,1,10709,7193,8574,5437,1706
2178,35776,3,shrub,5915,4920,3212,4487,6216,11181,7301,43198,38185,9348,1845,1817,1573,1980,30,30,30,17,5915.000000000000000,4920.000000000000000,3212.000000000000000,4487.000000000000000,6216.000000000000000,11181,7301,0.3186250,0.1656060,27.1352997,1.4417700,28.3929005,24.2000008,27.9687996,30.4643002,30,30,30,17,0,3,0,3,1,1,11052,7330,8554,5288,2045
2179,35779,3,shrub,5860,4572,3314,4082,5462,10515,7867,40778,36161,9905,1271,1282,325,1557,28,28,28,18,5860.000000000000000,4572.000000000000000,3314.000000000000000,4082.000000000000000,5462.000000000000000,10515,7867,0.2447580,0.1038400,23.3952007,2.7182000,19.5599995,5.0000000,19.7273006,23.9599991,28,28,28,18,0,3,0,3,1,1,10419,7932,8438,5525,1860
2180,35781,3,shrub,5813,5002,3472,4426,5573,10944,7874,40369,36717,9281,1766,1741,1827,1774,22,22,22,19,5813.000000000000000,5002.000000000000000,3472.000000000000000,4426.000000000000000,5573.000000000000000,10944,7874,0.2322830,0.1207900,30.3010006,1.2881200,27.1739006,28.1110992,26.7917004,27.3043003,22,22,22,19,0,3,0,3,1,1,10860,7931,8232,5276,2067
2181,35793,4,forest,6229,5251,4785,4984,5280,11894,8640,34371,33427,12537,1359,960,1403,929,35,35,35,35,6229.000000000000000,5251.000000000000000,4785.000000000000000,4984.000000000000000,5280.000000000000000,11894,8640,0.0491803,0.0203706,27.2926998,8.7558603,20.9090996,21.5890007,14.7814999,14.2969999,35,35,35,35,0,4,0,4,1,1,11875,8663,7496,5764,1961
2182,35809,1,barren,9237,8508,7573,6391,5827,16780,10939,28491,29986,8720,1695,1695,1695,1695,9,9,9,9,9237.000000000000000,8508.000000000000000,7573.000000000000000,6391.000000000000000,5827.000000000000000,16780,10939,-0.1302980,-0.0846462,1.5467900,0.0000000,26.0909004,26.0909004,26.0909004,26.0909004,9,9,9,9,0,1,0,1,1,1,16891,10720,7578,5313,1659
2183,35828,3,shrub,5544,4608,2845,4018,6026,10427,7165,44507,38359,10631,1156,1176,400,1555,35,35,35,21,5544.000000000000000,4608.000000000000000,2845.000000000000000,4018.000000000000000,6026.000000000000000,10427,7165,0.3585840,0.1709170,20.8138008,4.3838501,17.7856998,6.1666698,18.1000004,23.9230995,35,35,35,21,0,3,0,3,1,1,10289,7239,8619,5193,1894
2184,35829,3,shrub,5712,4765,2948,4045,6018,10627,7310,43977,37899,10479,1374,1397,130,1578,32,32,32,22,5712.000000000000000,4765.000000000000000,2948.000000000000000,4045.000000000000000,6018.000000000000000,10627,7310,0.3424050,0.1568710,21.0900002,4.0357099,21.1429005,2.0000000,21.5000000,24.2856998,32,32,32,22,0,3,0,3,1,1,10496,7373,8665,5162,1870
2185,35835,3,shrub,5901,4561,3313,4166,5343,10507,7970,40442,36496,9943,1863,1781,1820,1940,31,31,31,26,5901.000000000000000,4561.000000000000000,3313.000000000000000,4166.000000000000000,5343.000000000000000,10507,7970,0.2345190,0.1140530,25.7768993,2.8061500,28.6667004,28.0000000,27.3999996,29.8462009,31,31,31,26,0,3,0,3,1,1,10416,8032,8426,5578,1960
2186,35836,3,shrub,5730,4816,3241,4151,5537,10594,7787,41328,36792,9855,1540,1495,1430,1600,31,31,31,22,5730.000000000000000,4816.000000000000000,3241.000000000000000,4151.000000000000000,5537.000000000000000,10594,7787,0.2615630,0.1231060,22.4374008,2.6038499,23.6923008,22.0000000,23.0000000,24.6154003,31,31,31,22,0,3,0,3,1,1,10500,7859,8387,5265,1956
2187,35870,1,barren,9836,9012,8150,6871,6098,17859,11212,28041,29970,8720,1785,1785,1785,1785,14,14,14,14,9836.000000000000000,9012.000000000000000,8150.000000000000000,6871.000000000000000,6098.000000000000000,17859,11212,-0.1440200,-0.0851475,1.5918500,0.0000000,27.4643002,27.4643002,27.4643002,27.4643002,14,14,14,14,0,1,0,1,1,1,17985,10933,7551,5393,1693
2188,35880,3,shrub,5685,4546,3239,3983,5145,10195,8032,40207,36134,9537,1529,1380,1424,1532,30,30,30,30,5685.000000000000000,4546.000000000000000,3239.000000000000000,3983.000000000000000,5145.000000000000000,10195,8032,0.2273380,0.1030190,21.0265007,1.8759201,23.5263004,21.9090996,21.2399998,23.5788994,30,30,30,30,1,3,0,3,1,1,10114,8121,8338,5451,1916
2189,35882,3,shrub,5903,4676,3375,3962,5139,10402,8203,39547,35380,10103,1663,1599,1451,1686,27,27,27,23,5903.000000000000000,4676.000000000000000,3375.000000000000000,3962.000000000000000,5139.000000000000000,10402,8203,0.2071880,0.0800055,21.9719009,3.1727901,25.5881996,22.3332996,24.6000004,25.9444008,27,27,27,23,0,3,0,3,1,1,10327,8280,8412,5459,1831
2190,35885,3,shrub,5583,4642,3002,4153,6164,10649,7105,44061,38029,10171,1503,1391,767,1599,36,36,36,36,5583.000000000000000,4642.000000000000000,3002.000000000000000,4153.000000000000000,6164.000000000000000,10649,7105,0.3449710,0.1608670,18.7775002,3.3293500,23.1333008,11.8000002,21.3999996,24.6000004,36,36,36,36,0,3,0,3,1,1,10510,7169,8533,5252,1888
2191,35893,3,shrub,5848,4796,3345,4009,5748,10728,7703,41417,35717,10147,1453,1399,455,1601,30,30,30,24,5848.000000000000000,4796.000000000000000,3345.000000000000000,4009.000000000000000,5748.000000000000000,10728,7703,0.2642690,0.0902910,22.8262005,3.2750199,22.3570995,7.0000000,21.5293999,24.6429005,30,30,30,24,1,3,0,3,1,1,10624,7767,8476,5308,1721
2192,35895,3,shrub,5928,4879,3649,4467,5822,11155,7731,40276,36061,9568,1703,1703,1820,1703,13,13,13,13,5928.000000000000000,4879.000000000000000,3649.000000000000000,4467.000000000000000,5822.000000000000000,11155,7731,0.2294370,0.1007890,28.7786007,1.9464099,26.2143002,28.0000000,26.2143002,26.2143002,13,13,13,13,0,3,0,3,1,1,11060,7772,8228,5470,1925
2193,35909,3,shrub,5510,4671,3130,4407,6343,10871,6942,43871,38310,10573,1157,1128,845,1311,32,32,32,32,5510.000000000000000,4671.000000000000000,3130.000000000000000,4407.000000000000000,6343.000000000000000,10871,6942,0.3391750,0.1694310,19.6107006,4.2515001,17.7999992,13.0000000,17.3582001,20.1837006,32,32,32,32,1,3,0,3,1,1,10730,6998,8360,5292,1988
2194,35910,3,shrub,5396,4623,3147,4409,6327,10796,6896,43756,38231,11395,775,750,249,916,34,34,34,34,5396.000000000000000,4623.000000000000000,3147.000000000000000,4409.000000000000000,6327.000000000000000,10796,6896,0.3356550,0.1670200,19.9123001,6.1354399,11.9259005,3.8333299,11.5404997,14.0962000,34,34,34,34,1,3,0,3,1,1,10655,6960,8265,5296,1989
2195,35931,1,barren,9156,8362,7642,6611,5732,16751,10938,28081,30390,8726,1598,1598,1567,1598,16,16,16,16,9156.000000000000000,8362.000000000000000,7642.000000000000000,6611.000000000000000,5732.000000000000000,16751,10938,-0.1428140,-0.0723356,0.6348140,0.0151978,24.5862007,24.1200008,24.5862007,24.5862007,16,16,16,16,0,1,0,1,1,1,16867,10718,7401,5486,1825
2196,35960,4,forest,6435,5100,4427,4715,4998,11529,8856,34744,33792,12962,1045,712,1071,705,29,29,29,29,6435.000000000000000,5100.000000000000000,4427.000000000000000,4715.000000000000000,4998.000000000000000,11529,8856,0.0605836,0.0315030,27.0639992,9.7303495,16.0869999,16.4839001,10.9600000,10.8478003,29,29,29,29,0,4,0,4,1,1,11505,8878,7896,5811,1974
2197,35967,3,shrub,5504,4966,3239,4280,6491,11062,6937,43709,37295,9681,1587,1506,1600,1715,43,43,43,38,5504.000000000000000,4966.000000000000000,3239.000000000000000,4280.000000000000000,6491.000000000000000,11062,6937,0.3342240,0.1384490,18.0988998,2.2047100,24.4167004,24.6154003,23.1692009,26.3957996,43,43,43,38,0,3,0,3,1,1,10925,6997,8346,5033,1811
2198,35975,1,barren,9200,8160,7552,6220,5637,16438,10999,28003,29591,8738,1606,1606,1605,1606,13,13,13,13,9200.000000000000000,8160.000000000000000,7552.000000000000000,6220.000000000000000,5637.000000000000000,16438,10999,-0.1451970,-0.0967180,25.6408997,0.0431519,24.7143002,24.7000008,24.7143002,24.7143002,13,13,13,13,0,1,0,1,1,1,16549,10791,7579,5550,1560
2199,35982,1,barren,9459,9125,8270,7131,6140,17906,11046,27917,30337,8719,1610,1610,1602,1610,9,9,9,9,9459.000000000000000,9125.000000000000000,8270.000000000000000,7131.000000000000000,6140.000000000000000,17906,11046,-0.1478140,-0.0739562,0.7361110,-0.0001831,24.7777996,24.6537991,24.7777996,24.7777996,9,9,9,9,0,1,0,1,1,1,18042,10785,7145,5255,1865
2200,35991,1,barren,8508,8064,7239,5886,5514,15736,10723,28328,29382,8729,1525,1525,1555,1525,28,28,28,28,8508.000000000000000,8064.000000000000000,7239.000000000000000,5886.000000000000000,5514.000000000000000,15736,10723,-0.1352620,-0.1030860,1.0269001,0.0210876,23.4687996,23.9230995,23.4687996,23.4687996,28,28,28,28,0,1,0,1,1,1,15847,10578,7359,5199,1510
2201,36002,3,shrub,5658,4656,3177,4070,5812,10561,7482,42363,36796,9064,1762,1762,1625,1762,17,17,17,17,5658.000000000000000,4656.000000000000000,3177.000000000000000,4070.000000000000000,5812.000000000000000,10561,7482,0.2931360,0.1232230,19.8167000,0.7893980,27.1175995,25.0000000,27.1175995,27.1175995,17,17,17,17,1,3,0,3,1,1,10446,7553,8442,5317,1834
2202,36004,3,shrub,5866,4573,3340,4140,5533,10587,7813,40856,36263,9128,1936,1891,0,1891,0,23,23,23,5866.000000000000000,4573.000000000000000,3340.000000000000000,4140.000000000000000,5533.000000000000000,10587,7813,0.2471540,0.1069520,27.5470009,0.9365840,29.7894993,0.0000000,29.0951996,29.0951996,0,23,23,23,0,3,0,3,1,1,10488,7874,8421,5545,1873
2203,36009,3,shrub,5917,4713,3135,4163,6351,10989,7151,43866,37374,10528,1288,1317,390,1592,39,39,39,34,5917.000000000000000,4713.000000000000000,3135.000000000000000,4163.000000000000000,6351.000000000000000,10989,7151,0.3390260,0.1408610,1.4470400,4.1490798,19.8222008,6.0000000,20.2698002,24.5000000,39,39,39,34,1,3,0,3,1,1,10844,7187,8712,5349,1762
2204,36012,3,shrub,5862,4702,3150,4146,6307,10936,7166,43696,37232,10774,1395,1419,351,1830,41,41,41,22,5862.000000000000000,4702.000000000000000,3150.000000000000000,4146.000000000000000,6307.000000000000000,10936,7166,0.3338270,0.1365130,19.6173000,4.7130699,21.4615002,5.4000001,21.8332996,28.1537991,41,41,41,22,0,3,0,3,1,1,10794,7207,8661,5340,1756
2205,36014,3,shrub,5801,4687,2751,4231,6479,10851,6884,45991,39704,10176,1690,1608,476,1870,36,36,36,25,5801.000000000000000,4687.000000000000000,2751.000000000000000,4231.000000000000000,6479.000000000000000,10851,6884,0.4039000,0.2119740,25.1618996,3.3402700,26.0000000,7.3333302,24.7500000,28.7691994,36,36,36,25,0,3,0,3,1,1,10686,6920,8875,5227,1973
